model_id	author	last_modified	downloads	likes	tags	model_type	library_name	pipeline_tag	description	Hugging Face Link	Study Name	Abbreviation	Search Term
edbeeching/llama-se-rl-finetune-128-8-8-1.4e-5_adamstep_1100-adapter-merged			21	0	transformers, pytorch, llama, text-generation, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/edbeeching/llama-se-rl-finetune-128-8-8-1.4e-5_adamstep_1100-adapter-merged	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
edbeeching/llama-se-rl-finetune-128-8-8-1.4e-5_adamstep_800-adapter-merged			21	0	transformers, pytorch, llama, text-generation, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/edbeeching/llama-se-rl-finetune-128-8-8-1.4e-5_adamstep_800-adapter-merged	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-7B-1728035489			21	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-7B, base_model:adapter:Qwen/Qwen2-7B, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-7B-1728035489	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-1.5B-Instruct-1728572035			21	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-1.5B-Instruct, base_model:adapter:Qwen/Qwen2-1.5B-Instruct, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-1.5B-Instruct-1728572035	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-1.5B-Instruct-1728587409			21	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-1.5B-Instruct, base_model:adapter:Qwen/Qwen2-1.5B-Instruct, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-1.5B-Instruct-1728587409	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
huggingtweets/adamscochran-fehrsam-taschalabs			20	0	transformers, pytorch, gpt2, text-generation, huggingtweets, en, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/huggingtweets/adamscochran-fehrsam-taschalabs	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-7B-1728033087			19	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-7B, base_model:adapter:Qwen/Qwen2-7B, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-7B-1728033087	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-7B-1728059885			19	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-7B, base_model:adapter:Qwen/Qwen2-7B, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-7B-1728059885	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-7B-1728571229			18	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-7B, base_model:adapter:Qwen/Qwen2-7B, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-7B-1728571229	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-7B-1728038966			15	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-7B, base_model:adapter:Qwen/Qwen2-7B, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-7B-1728038966	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/01-ai-Yi-9B-1723813507			12	0	peft, safetensors, arxiv:1910.09700, base_model:01-ai/Yi-9B, base_model:adapter:01-ai/Yi-9B, region:us		peft			https://huggingface.co/Jerry-Adams/01-ai-Yi-9B-1723813507	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
kerry-adamsjr/finetuning-sentiment-model-3000-samples			11	0	transformers, pytorch, tensorboard, distilbert, text-classification, generated_from_trainer, dataset:imdb, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/kerry-adamsjr/finetuning-sentiment-model-3000-samples	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-1.5B-Instruct-1728587088			11	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-1.5B-Instruct, base_model:adapter:Qwen/Qwen2-1.5B-Instruct, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-1.5B-Instruct-1728587088	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
AdamShih/Pyramids			11	0	ml-agents, tensorboard, onnx, Pyramids, deep-reinforcement-learning, reinforcement-learning, ML-Agents-Pyramids, region:us		ml-agents	reinforcement-learning		https://huggingface.co/AdamShih/Pyramids	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
KappaNeuro/robert-adams-style			9	1	diffusers, text-to-image, stable-diffusion, lora, art, style, painting, photographer, humans, robert adams, photographs, environmentalist, base_model:stabilityai/stable-diffusion-xl-base-1.0, base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0, license:other, region:us		diffusers	text-to-image		https://huggingface.co/KappaNeuro/robert-adams-style	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-7B-1728318831			8	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-7B, base_model:adapter:Qwen/Qwen2-7B, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-7B-1728318831	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/task-14-Qwen-Qwen2.5-7B-Instruct			8	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2.5-7B-Instruct, base_model:adapter:Qwen/Qwen2.5-7B-Instruct, region:us		peft			https://huggingface.co/Jerry-Adams/task-14-Qwen-Qwen2.5-7B-Instruct	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-7B-1728028316			7	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-7B, base_model:adapter:Qwen/Qwen2-7B, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-7B-1728028316	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/Qwen-Qwen2-7B-1728030712			7	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2-7B, base_model:adapter:Qwen/Qwen2-7B, region:us		peft			https://huggingface.co/Jerry-Adams/Qwen-Qwen2-7B-1728030712	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
adamstra/whisper-small-wo-adams			7	0	tensorboard, safetensors, whisper, region:us					https://huggingface.co/adamstra/whisper-small-wo-adams	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
Jerry-Adams/task-17-Qwen-Qwen2.5-1.5B-Instruct			7	0	peft, safetensors, arxiv:1910.09700, base_model:Qwen/Qwen2.5-1.5B-Instruct, base_model:adapter:Qwen/Qwen2.5-1.5B-Instruct, region:us		peft			https://huggingface.co/Jerry-Adams/task-17-Qwen-Qwen2.5-1.5B-Instruct	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
AdamShih/vit-base-patch16-224-finetuned-lora-oxford-pets			7	0	tensorboard, safetensors, vit, region:us					https://huggingface.co/AdamShih/vit-base-patch16-224-finetuned-lora-oxford-pets	Aging, Demographics, and Memory Study	ADAMS	"""ADAMS"""
adcp/kc-1			2	0	diffusers, flux, lora, replicate, text-to-image, en, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us		diffusers	text-to-image		https://huggingface.co/adcp/kc-1	Alzheimer's Disease Connectome Project	ADCP	"""ADCP"""
BobC1368/adcs-calpod-lm			0	0	region:us					https://huggingface.co/BobC1368/adcs-calpod-lm	Alzheimer's Disease Cooperative Study Clinical Trials Dataset	ADCS	"""ADCS"""
Guaishou74851/AdcSR			0	5	image-to-image, arxiv:2411.13383, region:us			image-to-image		https://huggingface.co/Guaishou74851/AdcSR	Alzheimer's Disease Cooperative Study Clinical Trials Dataset	ADCS	"""ADCS"""
lponsard/bloom-560m-finetuned-admCom			49	0	transformers, pytorch, tensorboard, bloom, text-generation, generated_from_trainer, license:bigscience-bloom-rail-1.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/lponsard/bloom-560m-finetuned-admCom	Alzheimer's Disease Metabolomics Consortium	ADMC	"""ADMC"""
lponsard/bloomz-1b7-finetuned-admCom			0	0	region:us					https://huggingface.co/lponsard/bloomz-1b7-finetuned-admCom	Alzheimer's Disease Metabolomics Consortium	ADMC	"""ADMC"""
andrewzamai/Llama-3B-GRPO-CNADFTD-ADNI2NIFD-AN-fold-523-subtypes-betweenT-1.5p-1303			0	0	region:us					https://huggingface.co/andrewzamai/Llama-3B-GRPO-CNADFTD-ADNI2NIFD-AN-fold-523-subtypes-betweenT-1.5p-1303	Alzheimer's Disease Neuroimaging Initiative Phase 1	ADNI-1	"""ADNI-1"""
andrewzamai/Llama-3.1-8B-Instruct-CNADFTD-ADNI2NIFD-AN-fold-0-gathered-equally-represented-0234-v2			94	0	peft, tensorboard, safetensors, arxiv:1910.09700, base_model:meta-llama/Llama-3.1-8B-Instruct, base_model:adapter:meta-llama/Llama-3.1-8B-Instruct, region:us		peft			https://huggingface.co/andrewzamai/Llama-3.1-8B-Instruct-CNADFTD-ADNI2NIFD-AN-fold-0-gathered-equally-represented-0234-v2	Alzheimer's Disease Neuroimaging Initiative Phase 2	ADNI-2	"""ADNI-2"""
andrewzamai/Llama-3.1-8B-Instruct-CNADFTD-ADNI2NIFD-AN-fold-0-gathered-equally-represented-0234			0	0	transformers, tensorboard, safetensors, generated_from_trainer, trl, sft, base_model:meta-llama/Llama-3.1-8B-Instruct, base_model:finetune:meta-llama/Llama-3.1-8B-Instruct, endpoints_compatible, region:us		transformers			https://huggingface.co/andrewzamai/Llama-3.1-8B-Instruct-CNADFTD-ADNI2NIFD-AN-fold-0-gathered-equally-represented-0234	Alzheimer's Disease Neuroimaging Initiative Phase 2	ADNI-2	"""ADNI-2"""
andrewzamai/Llama-3B-GRPO-CNADFTD-ADNI2NIFD-AN-fold-523-subtypes-betweenT-1.5p-1303			0	0	region:us					https://huggingface.co/andrewzamai/Llama-3B-GRPO-CNADFTD-ADNI2NIFD-AN-fold-523-subtypes-betweenT-1.5p-1303	Alzheimer's Disease Neuroimaging Initiative Phase 2	ADNI-2	"""ADNI-2"""
andrewzamai/Llama-3.1-8B-Instruct-CNADFTD-ADNI2NIFD-AN-fold-0-gathered-equally-represented-0234-v2			94	0	peft, tensorboard, safetensors, arxiv:1910.09700, base_model:meta-llama/Llama-3.1-8B-Instruct, base_model:adapter:meta-llama/Llama-3.1-8B-Instruct, region:us		peft			https://huggingface.co/andrewzamai/Llama-3.1-8B-Instruct-CNADFTD-ADNI2NIFD-AN-fold-0-gathered-equally-represented-0234-v2	Alzheimer's Disease Neuroimaging Initiative Phase 3	ADNI-3	"""ADNI-3"""
andrewzamai/Llama-3.1-8B-Instruct-CNADFTD-ADNI2NIFD-AN-fold-0-gathered-equally-represented-0234			0	0	transformers, tensorboard, safetensors, generated_from_trainer, trl, sft, base_model:meta-llama/Llama-3.1-8B-Instruct, base_model:finetune:meta-llama/Llama-3.1-8B-Instruct, endpoints_compatible, region:us		transformers			https://huggingface.co/andrewzamai/Llama-3.1-8B-Instruct-CNADFTD-ADNI2NIFD-AN-fold-0-gathered-equally-represented-0234	Alzheimer's Disease Neuroimaging Initiative Phase 3	ADNI-3	"""ADNI-3"""
andrewzamai/Llama-3B-GRPO-CNADFTD-ADNI2NIFD-AN-fold-523-subtypes-betweenT-1.5p-1303			0	0	region:us					https://huggingface.co/andrewzamai/Llama-3B-GRPO-CNADFTD-ADNI2NIFD-AN-fold-523-subtypes-betweenT-1.5p-1303	Alzheimer's Disease Neuroimaging Initiative Phase 3	ADNI-3	"""ADNI-3"""
ibm-granite/granite-3.1-1b-a400m-instruct			6370	15	transformers, safetensors, granitemoe, text-generation, language, granite-3.1, conversational, arxiv:0000.00000, base_model:ibm-granite/granite-3.1-1b-a400m-base, base_model:finetune:ibm-granite/granite-3.1-1b-a400m-base, license:apache-2.0, autotrain_compatible, region:us		transformers	text-generation		https://huggingface.co/ibm-granite/granite-3.1-1b-a400m-instruct	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
ibm-granite/granite-3.1-1b-a400m-base			4917	8	transformers, safetensors, granitemoe, text-generation, language, granite-3.1, arxiv:0000.00000, license:apache-2.0, autotrain_compatible, region:us		transformers	text-generation		https://huggingface.co/ibm-granite/granite-3.1-1b-a400m-base	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
ibm-granite/granite-3.0-1b-a400m-base			4674	6	transformers, safetensors, granitemoe, text-generation, language, granite-3.0, arxiv:0000.00000, license:apache-2.0, model-index, autotrain_compatible, region:us		transformers	text-generation		https://huggingface.co/ibm-granite/granite-3.0-1b-a400m-base	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
ibm-granite/granite-3.0-1b-a400m-instruct			1888	19	transformers, safetensors, granitemoe, text-generation, language, granite-3.0, conversational, arxiv:0000.00000, base_model:ibm-granite/granite-3.0-1b-a400m-base, base_model:finetune:ibm-granite/granite-3.0-1b-a400m-base, license:apache-2.0, model-index, autotrain_compatible, region:us		transformers	text-generation		https://huggingface.co/ibm-granite/granite-3.0-1b-a400m-instruct	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
MrRobotoAI/A4			1479	0	transformers, safetensors, llama, text-generation, mergekit, merge, conversational, arxiv:2203.05482, base_model:MrRobotoAI/Frigg-v2-8b-ACADEMIC-128K, base_model:merge:MrRobotoAI/Frigg-v2-8b-ACADEMIC-128K, base_model:MrRobotoAI/Odin-v2-8b-NOVELIST-128K, base_model:merge:MrRobotoAI/Odin-v2-8b-NOVELIST-128K, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/MrRobotoAI/A4	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
bartowski/granite-3.1-1b-a400m-instruct-GGUF			681	1	gguf, language, granite-3.1, text-generation, base_model:ibm-granite/granite-3.1-1b-a400m-instruct, base_model:quantized:ibm-granite/granite-3.1-1b-a400m-instruct, license:apache-2.0, region:us, conversational			text-generation		https://huggingface.co/bartowski/granite-3.1-1b-a400m-instruct-GGUF	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
QuantFactory/granite-3.0-1b-a400m-instruct-GGUF			508	4	transformers, gguf, language, granite-3.0, text-generation, arxiv:0000.00000, license:apache-2.0, model-index, region:us, conversational		transformers	text-generation		https://huggingface.co/QuantFactory/granite-3.0-1b-a400m-instruct-GGUF	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
mradermacher/Qwen3-30B-A4.5B-12-Cooks-GGUF			442	1	transformers, gguf, 32 k context, reasoning, thinking, qwen3, 12 experts, en, base_model:DavidAU/Qwen3-30B-A4.5B-12-Cooks, base_model:quantized:DavidAU/Qwen3-30B-A4.5B-12-Cooks, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/mradermacher/Qwen3-30B-A4.5B-12-Cooks-GGUF	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
lmms-lab/llava-onevision-qwen2-7b-mid-stage-a4			371	0	safetensors, qwen2, region:us					https://huggingface.co/lmms-lab/llava-onevision-qwen2-7b-mid-stage-a4	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
PJMixers-Dev/Granite-3.1-Earthen-v0.3-1B-A400M-GGUF			330	0	gguf, text-generation, en, dataset:BeaverAI/REDACTED1, dataset:BeaverAI/REDACTED2, dataset:BeaverAI/REDACTED3, dataset:BeaverAI/REDACTED4, dataset:BeaverAI/REDACTED5, dataset:BeaverAI/REDACTED6, dataset:PJMixers-Dev/Lit-axo-Shuffled, dataset:PJMixers-Dev/Mielikki_Erebus-87k-axo, dataset:PJMixers/RyokoAI_Honeyfeed3600-Cleanish, dataset:PJMixers-Dev/allura-org_fujin-cleaned-stage-2-axo, dataset:Nelathan/synthetic-sugar-quill, dataset:PJMixers-Dev/winglian_visual-novels-json-axo-dropped-long, dataset:PJMixers-Dev/recursal_SCP-RECURSAL-Cleaned, dataset:PJMixers-Dev/Subtitles, dataset:PJMixers-Dev/KaraKaraWitch_AnimeSubtitle-axo, dataset:PJMixers/AP-News-2024, dataset:PJMixers-Dev/Fundus-AP-News-Formatted, dataset:PJMixers-Dev/Fundus-AP-News-2-Formatted, dataset:PJMixers-Dev/goodwiki-2024-12-04-axo, dataset:epfl-llm/guidelines, dataset:PJMixers-Dev/allenai_tulu-3-sft-mixture-filtered-2-ShareGPT, dataset:OpenLeecher/lmsys_chat_1m_clean, dataset:PJMixers-Dev/Gryphe-Aesir-RPG-Charcards-Opus-Mixed, dataset:allura-org/gryphe-sonnet-3.5-charcards-names-added, dataset:anthracite-org/c2_logs_32k_llama3_qwen2_v1.3, dataset:PJMixers-Dev/MinervaAI_Aesir-Preview-Anon, dataset:PJMixers-Dev/lemonilia_LimaRP-Simple-CustomShareGPT-Shuffled, dataset:Epiculous/SynthRP-Gens-v1.1-Filtered-n-Cleaned, dataset:PJMixers-Dev/NyxKrage_chub-logs-sharegpt-longest-CustomShareGPT, dataset:PJMixers/OpenLeecher_Teatime_all_logs_longest-ShareGPT, dataset:grimulkan/aicg-logs-augmented, dataset:grimulkan/PIPPA-augmented-dedup, dataset:PJMixers/grimulkan_bluemoon_Karen_cleaned-carded-formatted, dataset:PJMixers/lodrick-the-lafted_OpusStories-ShareGPT, dataset:Gryphe/ChatGPT-4o-Writing-Prompts, dataset:Gryphe/Opus-WritingPrompts, dataset:anthracite-org/nopm_claude_writing_fixed, dataset:PJMixers-Dev/Tiefighter-13B-Fake-Distill-ShareGPT, dataset:allura-org/fujin-instruct-v2, dataset:ToastyPigeon/gutenberg-sft, dataset:PocketDoc/Dans-Prosemaxx-Adventure, dataset:PocketDoc/Dans-Failuremaxx-Adventure-3, dataset:TheDrummer/AmoralQA-v2, arxiv:1910.03771, arxiv:2106.09685, arxiv:2305.14314, arxiv:2307.08691, arxiv:2410.10989, arxiv:2107.04197, arxiv:2307.02047, arxiv:2010.06192, arxiv:2411.16085, arxiv:2501.18427, arxiv:2403.15279, arxiv:2411.15124, arxiv:2309.11998, arxiv:2308.05884, base_model:PJMixers-Dev/Granite-3.1-Earthen-v0.3-1B-A400M, base_model:quantized:PJMixers-Dev/Granite-3.1-Earthen-v0.3-1B-A400M, license:apache-2.0, endpoints_compatible, region:us, conversational			text-generation		https://huggingface.co/PJMixers-Dev/Granite-3.1-Earthen-v0.3-1B-A400M-GGUF	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
bartowski/granite-3.0-1b-a400m-instruct-GGUF			327	4	gguf, language, granite-3.0, text-generation, base_model:ibm-granite/granite-3.0-1b-a400m-instruct, base_model:quantized:ibm-granite/granite-3.0-1b-a400m-instruct, license:apache-2.0, model-index, region:us, conversational			text-generation		https://huggingface.co/bartowski/granite-3.0-1b-a400m-instruct-GGUF	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
taronaeo/Granite-3.0-1B-A400M-Instruct-BE-GGUF			304	1	gguf, language, granite-3.0, mainframe, s390x, z15, z16, big-endian, text-generation, base_model:ibm-granite/granite-3.0-1b-a400m-instruct, base_model:quantized:ibm-granite/granite-3.0-1b-a400m-instruct, license:apache-2.0, endpoints_compatible, region:us, conversational			text-generation		https://huggingface.co/taronaeo/Granite-3.0-1B-A400M-Instruct-BE-GGUF	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
mradermacher/granite-3.0-1b-a400m-instruct-GGUF			277	0	transformers, gguf, language, granite-3.0, en, base_model:ibm-granite/granite-3.0-1b-a400m-instruct, base_model:quantized:ibm-granite/granite-3.0-1b-a400m-instruct, license:apache-2.0, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/mradermacher/granite-3.0-1b-a400m-instruct-GGUF	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	"""A4"""
