Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Pedram-Parnianpour/3D-Texture-Analysis	Pedram-Parnianpour	Pedram-Parnianpour	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ucam-department-of-psychiatry/maps_and_parcs	ucam-department-of-psychiatry	rb643; RafaelRomeroGarcia; manfredg	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Brain-Mapper/brainMapper	Brain-Mapper	vz-chameleon; Graziella-Husson; maximeCluchague	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tractatus/OpenBrainMap	tractatus	tractatus	JavaScript				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/T-Y-Liu/MedMAP	T-Y-Liu	T-Y-Liu	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ubmagh/KMeans_mri_MapReduce	ubmagh	ubmagh	Java				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AeroetteWang/English-etymology-tree-root-and-affix-mind-map-brain-map---	AeroetteWang	AeroetteWang					
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Integrative-Mental-Health-Lab/linking_cell_types_to_brain_phenotypes	Integrative-Mental-Health-Lab	katyew; taydenli; hazalsenturk	HTML				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/vasl12/unsupervised_image_edge_registration	vasl12	vasl12	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/clane9/NSD-Flat	clane9	clane9	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/dgusain/NeuroBeatsDL	dgusain	dgusain	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/PavelSobolev/Brain-Computer-Interfaces-IoT-Home-Automation	PavelSobolev	PavelSobolev; levapvelobos	Kotlin				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ARKAtheVLOGGER/Brain-Tumour-Detection-using-YOLOv5	ARKAtheVLOGGER	ARKAtheVLOGGER	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/clane9/boldGPT	clane9	clane9	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/jhaayush2004/NeuroVisionAI-TumorMapperNet	jhaayush2004	jhaayush2004	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/redyjq/BrainFunctionMapping	redyjq	Wylmer; redyjq					
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tsb46/BrainMap-Cognitive-Ontology	tsb46	tsb46	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/siegert-lab/MorphOMICs_legacy	siegert-lab	rcubero; AminAlam	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/xnanodax/brain-map	xnanodax	xnanodax	JavaScript				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tartavull/trace	tartavull	ffjiang; tartavull	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/cerent/Brain-Behavior-Mapping	cerent	cerent	Jupyter Notebook				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AndriiPrikhodko/graph-topics	AndriiPrikhodko		TypeScript				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Gloria-G2021/CFBM	Gloria-G2021	Gloria-G2021	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tipsyfermion/BCS_Mapping_of_Brain_Signals_2020	tipsyfermion	Consilium5128; tipsyfermion; p-rakesh; rishikas0508	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/r03ert0/CoactivationMap.app	r03ert0	r03ert0	C				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/mylifewaiting/brainwashing	mylifewaiting	mylifewaiting; justinelock; realjsonborn	HTML				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Brain-Mapper/BrainMapper-help	Brain-Mapper	vz-chameleon; Graziella-Husson; maximeCluchague	HTML				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/esalman/autolabeller	esalman	esalman	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/baptisteCD/brainMapR	baptisteCD	baptisteCD	R				
National Alzheimer's Coordinating Center Uniform Data Set	NACC-UDS	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/manvis2/Predicting-Alzheimers-Disease-Progression	manvis2	manvis2	Jupyter Notebook				
Open Access Series of Imaging Studies - Clinical Memory Disorders	OASIS-4	Memory Disorders; Dementia; Alzheimer's Disease	https://github.com/jobayer/OASIS4-JPG-Data-and-Label-Extractor	jobayer	jobayer	Jupyter Notebook				
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/clin-projects/MRI-alzheimers-classification-OASIS1-	clin-projects	clin-projects	Jupyter Notebook				
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/smhooten/MRI-Learn	smhooten	smhooten; andradenm	Python				
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/twast0/OASIS_Alzheimers	twast0	twast0	Python				
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/mayasarkar/alzheimers-mri	mayasarkar	mayasarkar	Jupyter Notebook				
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/Nahidhasan07/Alzheimer-s-Disease-Detection	Nahidhasan07	Nahidhasan07	Jupyter Notebook				
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/EvicaDojovska/alzheimer-3d-mri-detection	EvicaDojovska	EvicaDojovska	Jupyter Notebook				
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/Nathansuares/Alzheimer-s-disease-Prediction	Nathansuares	Nathansuares	Jupyter Notebook				
